,User ID,Product Code,Payment Status,Coupon code,Lead Registered Time,Sales Date,Source,Product Amount with GST,Payment Mode,Currency  Code,Transaction Bank
0,user1,Product1,Initiated,Coupon unknown,2022-08-01 04:55:00,2022-07-31 00:00:00,Direct,3999.0,Payment Mode unknown,INR,Bank unknown
1,user2,Product2,Initiated,Coupon unknown,2022-08-01 04:46:00,2022-07-31 00:00:00,Direct,999.0,Payment Mode unknown,INR,Bank unknown
2,user4,Product3,Initiated,Coupon unknown,2022-08-01 03:21:00,2022-07-31 00:00:00,Direct,1999.0,Payment Mode unknown,INR,Bank unknown
3,user6,Product3,Initiated,Coupon unknown,2022-08-01 00:56:00,2022-07-31 00:00:00,Direct,1999.0,Payment Mode unknown,INR,Bank unknown
4,user8,Product4,Initiated,Coupon unknown,2022-08-01 00:46:00,2022-07-31 00:00:00,Direct,2022.0,Payment Mode unknown,INR,Bank unknown
5,user11,Product5,Initiated,Coupon unknown,2022-08-01 00:35:00,2022-07-31 00:00:00,Direct,149.0,Payment Mode unknown,USD,Bank unknown
6,user1,Product1,Initiated,Coupon unknown,2022-08-01 04:47:00,2022-07-31 00:00:00,Direct,3999.0,Payment Mode unknown,INR,Bank unknown
7,user13,Product2,Initiated,Coupon unknown,2022-08-01 02:28:00,2022-07-31 00:00:00,Direct,999.0,Payment Mode unknown,INR,Bank unknown
8,user14,Product4,Initiated,Coupon unknown,2022-08-01 01:38:00,2022-07-31 00:00:00,Direct,2022.0,Payment Mode unknown,INR,Bank unknown
9,user21,Product1,Initiated,Coupon unknown,2022-08-01 00:04:00,2022-07-31 00:00:00,Direct,3999.0,Payment Mode unknown,INR,Bank unknown
10,user22,Product4,Initiated,Coupon unknown,2022-08-01 00:03:00,2022-07-31 00:00:00,Direct,2022.0,Payment Mode unknown,INR,Bank unknown
11,user24,Product6,Initiated,Coupon unknown,2022-07-31 23:40:00,2022-07-31 00:00:00,Direct,899.0,Payment Mode unknown,INR,Bank unknown
12,user25,Product7,Initiated,Coupon unknown,2022-07-31 23:35:00,2022-07-31 00:00:00,Direct,499.0,Payment Mode unknown,INR,Bank unknown
13,user26,Product3,Initiated,Coupon unknown,2022-07-31 23:18:00,2022-07-31 00:00:00,Direct,1999.0,Payment Mode unknown,INR,Bank unknown
14,user27,Product8,Initiated,Coupon unknown,2022-07-31 23:16:00,2022-07-31 00:00:00,Influencer,1499.0,Payment Mode unknown,INR,Bank unknown
15,user1,Product1,Initiated,Coupon unknown,2022-08-01 04:50:00,2022-07-31 00:00:00,Direct,3999.0,Payment Mode unknown,INR,Bank unknown
16,user28,Product1,Initiated,Coupon unknown,2022-08-01 04:46:00,2022-07-31 00:00:00,Direct,3999.0,Payment Mode unknown,INR,Bank unknown
17,user28,Product1,Initiated,Coupon unknown,2022-08-01 04:45:00,2022-07-31 00:00:00,Direct,3999.0,Payment Mode unknown,INR,Bank unknown
18,user30,Product9,paid,Coupon unknown,2022-08-01 01:22:00,2022-07-31 00:00:00,Direct,999.0,wallet,INR,Bank unknown
19,user32,Product10,paid,Coupon unknown,2022-08-01 00:07:00,2022-07-31 00:00:00,Direct,999.0,upi,INR,Bank unknown
20,user26,Product3,Initiated,Coupon unknown,2022-07-31 23:20:00,2022-07-31 00:00:00,Direct,1999.0,Payment Mode unknown,INR,Bank unknown
21,user34,Product11,Initiated,Coupon unknown,2022-07-31 23:07:00,2022-07-31 00:00:00,Direct,1499.0,Payment Mode unknown,INR,Bank unknown
22,user35,Product8,Initiated,Coupon unknown,2022-07-31 22:53:00,2022-07-31 00:00:00,Influencer,1499.0,Payment Mode unknown,INR,Bank unknown
23,user11,Product5,Initiated,Coupon unknown,2022-08-01 00:19:00,2022-07-31 00:00:00,Direct,149.0,Payment Mode unknown,USD,Bank unknown
24,user37,Product4,Initiated,Coupon unknown,2022-08-01 00:09:00,2022-07-31 00:00:00,Direct,2022.0,Payment Mode unknown,INR,Bank unknown
25,user38,Product10,Initiated,Coupon unknown,2022-07-31 23:46:00,2022-07-31 00:00:00,Direct,999.0,Payment Mode unknown,INR,Bank unknown
26,user27,Product8,Initiated,Coupon unknown,2022-07-31 23:15:00,2022-07-31 00:00:00,Influencer,1499.0,Payment Mode unknown,INR,Bank unknown
27,user40,Product3,Initiated,Coupon unknown,2022-07-31 22:54:00,2022-07-31 00:00:00,Direct,1999.0,Payment Mode unknown,INR,Bank unknown
28,user43,Product3,Initiated,Coupon unknown,2022-07-31 22:11:00,2022-07-31 00:00:00,Direct,1999.0,Payment Mode unknown,INR,Bank unknown
29,user45,Product8,Initiated,Coupon unknown,2022-07-31 21:57:00,2022-07-31 00:00:00,Influencer,1499.0,Payment Mode unknown,INR,Bank unknown
30,user46,Product2,Initiated,Coupon unknown,2022-07-31 21:48:00,2022-07-31 00:00:00,Direct,999.0,Payment Mode unknown,INR,Bank unknown
31,user50,Product2,Initiated,Coupon unknown,2022-07-31 21:10:00,2022-07-31 00:00:00,Direct,999.0,Payment Mode unknown,INR,Bank unknown
32,user51,Product12,Initiated,Coupon unknown,2022-07-31 20:28:00,2022-07-31 00:00:00,Influencer,1499.0,Payment Mode unknown,INR,Bank unknown
33,user53,Product4,Initiated,Coupon unknown,2022-07-31 20:19:00,2022-07-31 00:00:00,Direct,2022.0,Payment Mode unknown,INR,Bank unknown
34,user54,Product13,Initiated,Coupon unknown,2022-07-31 20:12:00,2022-07-31 00:00:00,Direct,999.0,Payment Mode unknown,INR,Bank unknown
35,user57,Product2,Initiated,Coupon unknown,2022-07-31 19:33:00,2022-07-31 00:00:00,Direct,999.0,Payment Mode unknown,INR,Bank unknown
36,user59,Product1,Initiated,Coupon unknown,2022-07-31 19:15:00,2022-07-31 00:00:00,Direct,3999.0,Payment Mode unknown,INR,Bank unknown
37,user60,Product3,Initiated,Coupon unknown,2022-07-31 23:02:00,2022-07-31 00:00:00,Email,149.0,Payment Mode unknown,USD,Bank unknown
38,user40,Product3,Initiated,Coupon unknown,2022-07-31 23:02:00,2022-07-31 00:00:00,Direct,1999.0,Payment Mode unknown,INR,Bank unknown
39,user62,Product4,Initiated,Coupon unknown,2022-07-31 23:00:00,2022-07-31 00:00:00,Direct,2022.0,Payment Mode unknown,INR,Bank unknown
40,user60,Product3,Initiated,Coupon unknown,2022-07-31 22:50:00,2022-07-31 00:00:00,Direct,149.0,Payment Mode unknown,USD,Bank unknown
41,user63,Product4,Initiated,Coupon unknown,2022-07-31 22:47:00,2022-07-31 00:00:00,Direct,2022.0,Payment Mode unknown,INR,Bank unknown
42,user64,Product9,Initiated,Coupon unknown,2022-07-31 22:38:00,2022-07-31 00:00:00,Direct,999.0,Payment Mode unknown,INR,Bank unknown
43,user65,Product3,Initiated,Coupon unknown,2022-07-31 22:37:00,2022-07-31 00:00:00,Direct,1999.0,Payment Mode unknown,INR,Bank unknown
44,user68,Product3,Initiated,Coupon unknown,2022-07-31 22:05:00,2022-07-31 00:00:00,Direct,1999.0,Payment Mode unknown,INR,Bank unknown
45,user45,Product8,Initiated,Coupon unknown,2022-07-31 21:55:00,2022-07-31 00:00:00,Influencer,1499.0,Payment Mode unknown,INR,Bank unknown
46,user70,Product4,Initiated,Coupon unknown,2022-07-31 21:42:00,2022-07-31 00:00:00,Direct,2022.0,Payment Mode unknown,INR,Bank unknown
47,user71,Product9,Initiated,Coupon unknown,2022-07-31 21:30:00,2022-07-31 00:00:00,Direct,999.0,Payment Mode unknown,INR,Bank unknown
48,user72,Product4,Initiated,Coupon unknown,2022-07-31 21:22:00,2022-07-31 00:00:00,Direct,2022.0,Payment Mode unknown,INR,Bank unknown
49,user74,Product2,Initiated,Coupon unknown,2022-07-31 20:54:00,2022-07-31 00:00:00,Direct,999.0,Payment Mode unknown,INR,Bank unknown
50,user74,Product2,Initiated,Coupon unknown,2022-07-31 20:53:00,2022-07-31 00:00:00,Direct,999.0,Payment Mode unknown,INR,Bank unknown
51,user76,Product12,Initiated,Coupon unknown,2022-07-31 20:33:00,2022-07-31 00:00:00,Direct,1499.0,Payment Mode unknown,INR,Bank unknown
52,user77,Product10,Initiated,Coupon unknown,2022-07-31 20:07:00,2022-07-31 00:00:00,Direct,999.0,Payment Mode unknown,INR,Bank unknown
53,user58,Product10,Initiated,Coupon unknown,2022-07-31 19:26:00,2022-07-31 00:00:00,Direct,999.0,Payment Mode unknown,INR,Bank unknown
54,user60,Product3,Initiated,Coupon unknown,2022-07-31 22:53:00,2022-07-31 00:00:00,Direct,149.0,Payment Mode unknown,USD,Bank unknown
55,user83,Product3,Initiated,Coupon unknown,2022-07-31 22:51:00,2022-07-31 00:00:00,Direct,1999.0,Payment Mode unknown,INR,Bank unknown
56,user43,Product3,Initiated,Coupon unknown,2022-07-31 22:12:00,2022-07-31 00:00:00,Direct,1999.0,Payment Mode unknown,INR,Bank unknown
57,user68,Product3,Initiated,Coupon unknown,2022-07-31 22:05:00,2022-07-31 00:00:00,Direct,1999.0,Payment Mode unknown,INR,Bank unknown
58,user63,Product4,Initiated,Coupon unknown,2022-07-31 21:59:00,2022-07-31 00:00:00,Direct,2022.0,Payment Mode unknown,INR,Bank unknown
59,user87,Product11,Initiated,Coupon unknown,2022-07-31 21:12:00,2022-07-31 00:00:00,Direct,1499.0,Payment Mode unknown,INR,Bank unknown
60,user90,Product8,Initiated,Coupon unknown,2022-07-31 20:37:00,2022-07-31 00:00:00,Influencer,59.0,Payment Mode unknown,USD,Bank unknown
61,user93,Product3,Initiated,Coupon unknown,2022-07-31 19:35:00,2022-07-31 00:00:00,Direct,1999.0,Payment Mode unknown,INR,Bank unknown
62,user98,Product3,paid,Coupon unknown,2022-07-31 18:24:00,2022-07-31 00:00:00,Direct,1999.0,paylater,INR,Bank unknown
63,user99,Product8,Initiated,Coupon unknown,2022-07-31 18:20:00,2022-07-31 00:00:00,Influencer,59.0,Payment Mode unknown,USD,Bank unknown
64,user100,Product3,Initiated,Coupon unknown,2022-07-31 18:19:00,2022-07-31 00:00:00,Direct,1999.0,Payment Mode unknown,INR,Bank unknown
65,user101,Product9,Initiated,Coupon unknown,2022-07-31 18:00:00,2022-07-31 00:00:00,Direct,999.0,Payment Mode unknown,INR,Bank unknown
66,user104,Product4,Initiated,Coupon unknown,2022-07-31 17:02:00,2022-07-31 00:00:00,Direct,2022.0,Payment Mode unknown,INR,Bank unknown
67,user105,Product2,Initiated,Coupon unknown,2022-07-31 16:51:00,2022-07-31 00:00:00,Direct,999.0,Payment Mode unknown,INR,Bank unknown
68,user98,Product3,Initiated,Coupon unknown,2022-07-31 18:17:00,2022-07-31 00:00:00,Direct,1999.0,Payment Mode unknown,INR,Bank unknown
69,user98,Product3,Initiated,Coupon unknown,2022-07-31 18:15:00,2022-07-31 00:00:00,Direct,1999.0,Payment Mode unknown,INR,Bank unknown
70,user110,Product4,Initiated,Coupon unknown,2022-07-31 16:51:00,2022-07-31 00:00:00,Direct,2022.0,Payment Mode unknown,INR,Bank unknown
71,user111,Product14,paid,Coupon unknown,2022-07-31 16:45:00,2022-07-31 00:00:00,Direct,699.0,upi,INR,Bank unknown
72,user105,Product2,paid,Coupon unknown,2022-07-31 16:40:00,2022-07-31 00:00:00,Direct,999.0,upi,INR,Bank unknown
73,user60,Product3,Initiated,Coupon unknown,2022-07-31 16:38:00,2022-07-31 00:00:00,Direct,149.0,Payment Mode unknown,USD,Bank unknown
74,user113,Product4,Initiated,Coupon unknown,2022-07-31 15:13:00,2022-07-31 00:00:00,Direct,2022.0,Payment Mode unknown,INR,Bank unknown
75,user115,Product2,paid,Coupon unknown,2022-07-31 15:04:00,2022-07-31 00:00:00,Direct,999.0,upi,INR,Bank unknown
76,user117,Product15,Initiated,Coupon unknown,2022-07-31 14:45:00,2022-07-31 00:00:00,Direct,1999.0,Payment Mode unknown,INR,Bank unknown
77,user118,Product4,Initiated,Coupon unknown,2022-07-31 14:28:00,2022-07-31 00:00:00,Direct,2022.0,Payment Mode unknown,INR,Bank unknown
78,user121,Product9,Initiated,Coupon unknown,2022-07-31 13:45:00,2022-07-31 00:00:00,Direct,999.0,Payment Mode unknown,INR,Bank unknown
79,user122,Product16,Initiated,Coupon unknown,2022-07-31 13:30:00,2022-07-31 00:00:00,Influencer,1499.0,Payment Mode unknown,INR,Bank unknown
80,user124,Product2,Initiated,Coupon unknown,2022-07-31 12:18:00,2022-07-31 00:00:00,Direct,999.0,Payment Mode unknown,INR,Bank unknown
81,user125,Product17,paid,Coupon1,2022-07-31 17:57:00,2022-07-31 00:00:00,Paid,374.0,upi,INR,Bank unknown
82,user127,Product4,Initiated,Coupon unknown,2022-07-31 17:01:00,2022-07-31 00:00:00,Direct,2022.0,Payment Mode unknown,INR,Bank unknown
83,user128,Product18,Initiated,Coupon unknown,2022-07-31 16:42:00,2022-07-31 00:00:00,Direct,1999.0,Payment Mode unknown,INR,Bank unknown
84,user130,Product8,Initiated,Coupon unknown,2022-07-31 15:55:00,2022-07-31 00:00:00,Influencer,1499.0,Payment Mode unknown,INR,Bank unknown
85,user132,Product19,Initiated,Coupon unknown,2022-07-31 15:39:00,2022-07-31 00:00:00,Direct,2999.0,Payment Mode unknown,INR,Bank unknown
86,user133,Product4,Initiated,Coupon unknown,2022-07-31 15:26:00,2022-07-31 00:00:00,Direct,2022.0,Payment Mode unknown,INR,Bank unknown
87,user133,Product4,Initiated,Coupon unknown,2022-07-31 15:25:00,2022-07-31 00:00:00,Direct,2022.0,Payment Mode unknown,INR,Bank unknown
88,user133,Product4,Initiated,Coupon unknown,2022-07-31 15:25:00,2022-07-31 00:00:00,Direct,2022.0,Payment Mode unknown,INR,Bank unknown
89,user134,Product8,Initiated,Coupon unknown,2022-07-31 15:24:00,2022-07-31 00:00:00,Influencer,1499.0,Payment Mode unknown,INR,Bank unknown
90,user115,Product2,Initiated,Coupon unknown,2022-07-31 14:59:00,2022-07-31 00:00:00,Direct,999.0,Payment Mode unknown,INR,Bank unknown
91,user136,Product5,Initiated,Coupon unknown,2022-07-31 14:10:00,2022-07-31 00:00:00,Direct,1999.0,Payment Mode unknown,INR,Bank unknown
92,user122,Product20,Initiated,Coupon unknown,2022-07-31 13:34:00,2022-07-31 00:00:00,Influencer,1499.0,Payment Mode unknown,INR,Bank unknown
93,user122,Product16,Initiated,Coupon unknown,2022-07-31 13:28:00,2022-07-31 00:00:00,Influencer,1499.0,Payment Mode unknown,INR,Bank unknown
94,user139,Product8,Initiated,Coupon2,2022-07-31 13:07:00,2022-07-31 00:00:00,Influencer,1499.0,Payment Mode unknown,INR,Bank unknown
95,user142,Product5,Initiated,Coupon unknown,2022-07-31 12:12:00,2022-07-31 00:00:00,Direct,1999.0,Payment Mode unknown,INR,Bank unknown
96,user143,Product15,Initiated,Coupon unknown,2022-07-31 11:50:00,2022-07-31 00:00:00,Direct,1999.0,Payment Mode unknown,INR,Bank unknown
97,user143,Product15,Initiated,Coupon unknown,2022-07-31 11:49:00,2022-07-31 00:00:00,Direct,1999.0,Payment Mode unknown,INR,Bank unknown
98,user60,Product3,Initiated,Coupon unknown,2022-07-31 16:36:00,2022-07-31 00:00:00,Direct,149.0,Payment Mode unknown,USD,Bank unknown
99,user144,Product4,Initiated,Coupon unknown,2022-07-31 16:15:00,2022-07-31 00:00:00,Direct,2022.0,Payment Mode unknown,INR,Bank unknown
100,user145,Product5,Initiated,Coupon unknown,2022-07-31 15:35:00,2022-07-31 00:00:00,Direct,1999.0,Payment Mode unknown,INR,Bank unknown
101,user147,Product9,Initiated,Coupon unknown,2022-07-31 14:43:00,2022-07-31 00:00:00,Direct,999.0,Payment Mode unknown,INR,Bank unknown
102,user118,Product4,Initiated,Coupon unknown,2022-07-31 14:37:00,2022-07-31 00:00:00,Direct,2022.0,Payment Mode unknown,INR,Bank unknown
103,user122,Product21,Initiated,Coupon unknown,2022-07-31 13:35:00,2022-07-31 00:00:00,Influencer,2999.0,Payment Mode unknown,INR,Bank unknown
104,user122,Product16,Initiated,Coupon unknown,2022-07-31 13:29:00,2022-07-31 00:00:00,Influencer,1499.0,Payment Mode unknown,INR,Bank unknown
105,user150,Product5,Initiated,Coupon unknown,2022-07-31 13:04:00,2022-07-31 00:00:00,Direct,1999.0,Payment Mode unknown,INR,Bank unknown
106,user152,Product5,Initiated,Coupon unknown,2022-07-31 12:42:00,2022-07-31 00:00:00,Direct,1999.0,Payment Mode unknown,INR,Bank unknown
107,user154,Product3,paid,Coupon unknown,2022-07-31 11:51:00,2022-07-31 00:00:00,Direct,1999.0,netbanking,INR,ICIC
108,user155,Product4,Initiated,Coupon unknown,2022-07-31 11:47:00,2022-07-31 00:00:00,Direct,2022.0,Payment Mode unknown,INR,Bank unknown
109,user157,Product2,Initiated,Coupon unknown,2022-07-31 11:05:00,2022-07-31 00:00:00,Direct,999.0,Payment Mode unknown,INR,Bank unknown
110,user160,Product4,Initiated,Coupon unknown,2022-07-31 10:53:00,2022-07-31 00:00:00,Direct,2022.0,Payment Mode unknown,INR,Bank unknown
111,user161,Product2,paid,Coupon unknown,2022-07-31 10:52:00,2022-07-31 00:00:00,Direct,999.0,upi,INR,Bank unknown
112,user162,Product8,Initiated,Coupon unknown,2022-07-31 10:48:00,2022-07-31 00:00:00,Influencer,59.0,Payment Mode unknown,USD,Bank unknown
113,user163,Product22,Initiated,Coupon unknown,2022-07-31 10:42:00,2022-07-31 00:00:00,Direct,1499.0,Payment Mode unknown,INR,Bank unknown
114,user164,Product1,Initiated,Coupon unknown,2022-07-31 12:17:00,2022-07-31 00:00:00,Paid,3999.0,Payment Mode unknown,INR,Bank unknown
115,user166,Product4,Initiated,Coupon unknown,2022-07-31 11:20:00,2022-07-31 00:00:00,Direct,2022.0,Payment Mode unknown,INR,Bank unknown
116,user168,Product18,Initiated,Coupon unknown,2022-07-31 10:44:00,2022-07-31 00:00:00,Direct,1999.0,Payment Mode unknown,INR,Bank unknown
117,user173,Product7,Initiated,Coupon unknown,2022-07-31 08:38:00,2022-07-31 00:00:00,Direct,499.0,Payment Mode unknown,INR,Bank unknown
118,user177,Product23,Initiated,Coupon unknown,2022-07-31 08:11:00,2022-07-31 00:00:00,Direct,1499.0,Payment Mode unknown,INR,Bank unknown
119,user178,Product10,Initiated,Coupon unknown,2022-07-31 08:00:00,2022-07-31 00:00:00,Direct,999.0,Payment Mode unknown,INR,Bank unknown
120,user177,Product23,paid,Coupon unknown,2022-07-31 07:34:00,2022-07-31 00:00:00,Influencer,1499.0,upi,INR,Bank unknown
121,user179,Product2,Initiated,Coupon unknown,2022-07-31 07:27:00,2022-07-31 00:00:00,Direct,999.0,Payment Mode unknown,INR,Bank unknown
122,user180,Product4,Initiated,Coupon unknown,2022-07-31 06:31:00,2022-07-31 00:00:00,Direct,2022.0,Payment Mode unknown,INR,Bank unknown
123,user182,Product4,paid,Coupon unknown,2022-07-31 01:31:00,2022-07-30 00:00:00,Direct,2022.0,upi,INR,Bank unknown
124,user182,Product4,Initiated,Coupon unknown,2022-07-31 01:03:00,2022-07-30 00:00:00,Direct,2022.0,Payment Mode unknown,INR,Bank unknown
125,user184,Product2,paid,Coupon unknown,2022-07-31 10:57:00,2022-07-31 00:00:00,Direct,999.0,upi,INR,Bank unknown
126,user186,Product4,Initiated,Coupon unknown,2022-07-31 10:07:00,2022-07-31 00:00:00,Direct,2022.0,Payment Mode unknown,INR,Bank unknown
127,user187,Product4,Initiated,Coupon unknown,2022-07-31 09:52:00,2022-07-31 00:00:00,Direct,2022.0,Payment Mode unknown,INR,Bank unknown
128,user188,Product8,Initiated,Coupon unknown,2022-07-31 09:19:00,2022-07-31 00:00:00,Influencer,1499.0,Payment Mode unknown,INR,Bank unknown
129,user189,Product4,Initiated,Coupon unknown,2022-07-31 09:05:00,2022-07-31 00:00:00,Direct,2022.0,Payment Mode unknown,INR,Bank unknown
130,user191,Product24,Initiated,Coupon unknown,2022-07-31 08:29:00,2022-07-31 00:00:00,Direct,666.0,Payment Mode unknown,INR,Bank unknown
131,user192,Product4,Initiated,Coupon unknown,2022-07-31 08:03:00,2022-07-31 00:00:00,Direct,2022.0,Payment Mode unknown,INR,Bank unknown
132,user195,Product3,Initiated,Coupon unknown,2022-07-31 06:17:00,2022-07-31 00:00:00,Direct,149.0,Payment Mode unknown,USD,Bank unknown
133,user196,Product9,paid,Coupon unknown,2022-07-31 06:02:00,2022-07-31 00:00:00,Direct,999.0,upi,INR,Bank unknown
134,user197,Product9,Initiated,Coupon unknown,2022-07-31 03:29:00,2022-07-30 00:00:00,Direct,999.0,Payment Mode unknown,INR,Bank unknown
135,user200,Product8,Initiated,Coupon unknown,2022-07-31 02:03:00,2022-07-30 00:00:00,Influencer,59.0,Payment Mode unknown,USD,Bank unknown
136,user201,Product18,Initiated,Coupon unknown,2022-07-31 01:52:00,2022-07-30 00:00:00,Direct,1999.0,Payment Mode unknown,INR,Bank unknown
137,user203,Product25,Initiated,Coupon unknown,2022-07-31 01:31:00,2022-07-30 00:00:00,Direct,1499.0,Payment Mode unknown,INR,Bank unknown
138,user204,Product4,paid,Coupon unknown,2022-07-31 01:31:00,2022-07-30 00:00:00,Direct,2022.0,upi,INR,Bank unknown
139,user207,Product8,Initiated,Coupon unknown,2022-07-31 00:16:00,2022-07-30 00:00:00,Influencer,1499.0,Payment Mode unknown,INR,Bank unknown
140,user208,Product26,Initiated,Coupon unknown,2022-07-31 00:14:00,2022-07-30 00:00:00,Direct,999.0,Payment Mode unknown,INR,Bank unknown
141,user210,Product5,Initiated,Coupon unknown,2022-07-31 10:18:00,2022-07-31 00:00:00,Direct,1999.0,Payment Mode unknown,INR,Bank unknown
142,user212,Product19,Initiated,Coupon unknown,2022-07-31 09:54:00,2022-07-31 00:00:00,Direct,2999.0,Payment Mode unknown,INR,Bank unknown
143,user213,Product10,Initiated,Coupon unknown,2022-07-31 09:34:00,2022-07-31 00:00:00,Direct,999.0,Payment Mode unknown,INR,Bank unknown
144,user188,Product8,Initiated,Coupon unknown,2022-07-31 09:18:00,2022-07-31 00:00:00,Influencer,1499.0,Payment Mode unknown,INR,Bank unknown
145,user216,Product2,Initiated,Coupon unknown,2022-07-31 08:55:00,2022-07-31 00:00:00,Direct,999.0,Payment Mode unknown,INR,Bank unknown
146,user217,Product9,paid,Coupon unknown,2022-07-31 08:52:00,2022-07-31 00:00:00,Direct,999.0,upi,INR,Bank unknown
147,user173,Product27,Initiated,Coupon unknown,2022-07-31 08:35:00,2022-07-31 00:00:00,Direct,699.0,Payment Mode unknown,INR,Bank unknown
148,user173,Product27,Initiated,Coupon unknown,2022-07-31 08:34:00,2022-07-31 00:00:00,Direct,699.0,Payment Mode unknown,INR,Bank unknown
149,user180,Product4,Initiated,Coupon unknown,2022-07-31 06:52:00,2022-07-31 00:00:00,Direct,2022.0,Payment Mode unknown,INR,Bank unknown
150,user180,Product4,paid,Coupon unknown,2022-07-31 06:24:00,2022-07-31 00:00:00,Direct,2022.0,upi,INR,Bank unknown
151,user195,Product3,Initiated,Coupon unknown,2022-07-31 06:18:00,2022-07-31 00:00:00,Direct,149.0,Payment Mode unknown,USD,Bank unknown
152,user201,Product18,Initiated,Coupon unknown,2022-07-31 01:54:00,2022-07-30 00:00:00,Direct,1999.0,Payment Mode unknown,INR,Bank unknown
153,user221,Product2,Initiated,Coupon unknown,2022-07-31 01:26:00,2022-07-30 00:00:00,Direct,999.0,Payment Mode unknown,INR,Bank unknown
154,user221,Product2,Initiated,Coupon unknown,2022-07-31 01:26:00,2022-07-30 00:00:00,Direct,999.0,Payment Mode unknown,INR,Bank unknown
155,user223,Product6,Initiated,Coupon unknown,2022-07-30 23:46:00,2022-07-30 00:00:00,Direct,899.0,Payment Mode unknown,INR,Bank unknown
156,user224,Product3,Initiated,Coupon unknown,2022-07-30 23:42:00,2022-07-30 00:00:00,Direct,1999.0,Payment Mode unknown,INR,Bank unknown
157,user225,Product8,Initiated,Coupon unknown,2022-07-30 23:07:00,2022-07-30 00:00:00,Influencer,59.0,Payment Mode unknown,USD,Bank unknown
158,user227,Product4,Initiated,Coupon unknown,2022-07-31 00:20:00,2022-07-30 00:00:00,Direct,2022.0,Payment Mode unknown,INR,Bank unknown
159,user208,Product8,Initiated,Coupon unknown,2022-07-30 23:51:00,2022-07-30 00:00:00,Influencer,1499.0,Payment Mode unknown,INR,Bank unknown
160,user228,Product3,paid,Coupon unknown,2022-07-30 23:19:00,2022-07-30 00:00:00,Direct,1999.0,netbanking,INR,HDFC
161,user225,Product8,Initiated,Coupon unknown,2022-07-30 23:07:00,2022-07-30 00:00:00,Influencer,59.0,Payment Mode unknown,USD,Bank unknown
162,user234,Product5,Initiated,Coupon unknown,2022-07-30 21:39:00,2022-07-30 00:00:00,Direct,1999.0,Payment Mode unknown,INR,Bank unknown
163,user234,Product5,Initiated,Coupon unknown,2022-07-30 21:38:00,2022-07-30 00:00:00,Direct,1999.0,Payment Mode unknown,INR,Bank unknown
164,user236,Product10,Initiated,Coupon unknown,2022-07-30 21:34:00,2022-07-30 00:00:00,Direct,999.0,Payment Mode unknown,INR,Bank unknown
165,user239,Product9,Initiated,Coupon unknown,2022-07-30 19:26:00,2022-07-30 00:00:00,Direct,999.0,Payment Mode unknown,INR,Bank unknown
166,user242,Product3,Initiated,Coupon unknown,2022-07-30 18:44:00,2022-07-30 00:00:00,Direct,1999.0,Payment Mode unknown,INR,Bank unknown
167,user228,Product3,Initiated,Coupon unknown,2022-07-30 23:19:00,2022-07-30 00:00:00,Direct,1999.0,Payment Mode unknown,INR,Bank unknown
168,user246,Product5,Initiated,Coupon unknown,2022-07-30 22:06:00,2022-07-30 00:00:00,Direct,1999.0,Payment Mode unknown,INR,Bank unknown
169,user247,Product5,Initiated,Coupon unknown,2022-07-30 22:04:00,2022-07-30 00:00:00,Direct,1999.0,Payment Mode unknown,INR,Bank unknown
170,user248,Product8,Initiated,Coupon unknown,2022-07-30 21:29:00,2022-07-30 00:00:00,Direct,1499.0,Payment Mode unknown,INR,Bank unknown
171,user249,Product18,Initiated,Coupon unknown,2022-07-30 21:24:00,2022-07-30 00:00:00,Direct,1999.0,Payment Mode unknown,INR,Bank unknown
172,user249,Product18,Initiated,Coupon unknown,2022-07-30 21:13:00,2022-07-30 00:00:00,Direct,1999.0,Payment Mode unknown,INR,Bank unknown
173,user251,Product3,Initiated,Coupon unknown,2022-07-30 20:37:00,2022-07-30 00:00:00,Direct,1999.0,Payment Mode unknown,INR,Bank unknown
174,user252,Product1,Initiated,Coupon unknown,2022-07-30 20:37:00,2022-07-30 00:00:00,Email,3999.0,Payment Mode unknown,INR,Bank unknown
175,user254,Product9,paid,Coupon unknown,2022-07-30 20:29:00,2022-07-30 00:00:00,Direct,999.0,upi,INR,Bank unknown
176,user259,Product4,Initiated,Coupon unknown,2022-07-30 18:50:00,2022-07-30 00:00:00,Direct,2022.0,Payment Mode unknown,INR,Bank unknown
177,user261,Product8,Initiated,Coupon unknown,2022-07-30 18:29:00,2022-07-30 00:00:00,Direct,59.0,Payment Mode unknown,USD,Bank unknown
178,user262,Product3,Initiated,Coupon unknown,2022-07-30 18:25:00,2022-07-30 00:00:00,Direct,1999.0,Payment Mode unknown,INR,Bank unknown
179,user263,Product3,Initiated,Coupon unknown,2022-07-30 18:21:00,2022-07-30 00:00:00,Direct,1999.0,Payment Mode unknown,INR,Bank unknown
180,user264,Product9,Initiated,Coupon unknown,2022-07-30 18:17:00,2022-07-30 00:00:00,Direct,999.0,Payment Mode unknown,INR,Bank unknown
181,user265,Product4,paid,Coupon unknown,2022-07-30 17:57:00,2022-07-30 00:00:00,Direct,2022.0,upi,INR,Bank unknown
182,user246,Product5,Initiated,Coupon unknown,2022-07-30 22:01:00,2022-07-30 00:00:00,Direct,1999.0,Payment Mode unknown,INR,Bank unknown
